Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Snow,Snow Depth,Wind Speed,Wind Direction,Visibility,Cloud Cover,Relative Humidity,Precipitation,Conditions
"Chandigarh, India",11/14/2019,24.8,16.1,19.6,27,0,0,1.6,140,2.9,67.6,78.05,0,Partially cloudy
"Chandigarh, India",11/15/2019,26.1,16.9,20.2,27,0,0,3.5,329.71,2.2,70.1,75.42,0,Partially cloudy
"Chandigarh, India",11/16/2019,25.8,16.4,20.2,27,0,0,12.5,329.25,3.4,51.4,69.79,0.1,"Rain, Partially cloudy"
"Chandigarh, India",11/17/2019,26.7,14.3,19.2,26.7,0,0,10.5,327.71,3.7,7.3,68.84,0,Clear
"Chandigarh, India",11/18/2019,25,14.3,18.3,26.7,0,0,8.9,290.57,3,1.2,73.18,0,Clear
"Chandigarh, India",11/19/2019,25,12.7,17.9,26.7,0,0,3.7,315.67,3.4,23.9,75.83,0,Clear
"Chandigarh, India",11/20/2019,24.8,12.2,17.4,26.7,0,0,3.2,230,3.7,37.8,74.19,0,Partially cloudy
"Chandigarh, India",11/21/2019,23.3,11.7,17.2,26.7,0,0,3.5,308,3,64.2,70.41,0,Partially cloudy
"Chandigarh, India",11/22/2019,20.9,14.1,17.2,26.7,0,0,7.3,319.4,2,81.3,78.52,0,Overcast
"Chandigarh, India",11/23/2019,24.7,15.2,19,26.7,0,0,10.3,327,3.6,59.4,74.51,0.3,"Rain, Partially cloudy"
"Chandigarh, India",11/24/2019,26.8,13.9,18.9,26.5,0,0,10.3,338.4,3.9,23.1,66.06,0,Clear
"Chandigarh, India",11/25/2019,25.7,11.5,17.3,26.5,0,0,0.1,230,4,26.5,66.68,0,Partially cloudy
"Chandigarh, India",11/26/2019,20.8,14.3,16.7,26.5,0,0,8.6,135.6,3.9,80.9,78.31,30.91,"Rain, Overcast"
"Chandigarh, India",11/27/2019,23,15.1,18.3,26.5,0,0,5.2,112,3.7,68.8,74.9,16.09,"Rain, Partially cloudy"
"Chandigarh, India",11/28/2019,22,15,17.6,26.5,0,0,8.6,154.17,3.4,66.9,83.62,20.37,"Rain, Partially cloudy"
"Chandigarh, India",11/29/2019,22.6,13.6,16.8,26.5,0,0,5,320,3.4,32.7,80.71,0,Partially cloudy
"Chandigarh, India",11/30/2019,22.6,11.9,16.3,26.5,0,0,5,270,3.6,0.2,81.25,0,Clear
"Chandigarh, India",12-01-2019,21.8,11.2,15.2,26.5,0,0,5.2,237.4,3.5,1.2,78.99,0,Clear
"Chandigarh, India",12-02-2019,21.2,10,14.6,26.5,0,0,5.2,306.17,2.7,0,77.79,0,Clear
"Chandigarh, India",12-03-2019,22.1,9.2,14.1,26.5,0,0,3.7,292,2.7,0,75.88,0,Clear
"Chandigarh, India",12-04-2019,22.5,9.2,14.2,26.5,0,0,3.2,160,3.2,29,77.46,0,Partially cloudy
"Chandigarh, India",12-05-2019,22.5,10.1,15,26.5,0,0,1.6,180,3.4,19.5,79.25,0,Clear
"Chandigarh, India",12-06-2019,24,10.2,15.7,26.5,0,0,4.9,303,3.2,6.8,74.3,0,Clear
"Chandigarh, India",12-07-2019,23.8,9.9,15.4,26.5,0,0,0,315,3.2,0,75.75,0,Clear
"Chandigarh, India",12-08-2019,22.5,9.2,14.8,26.5,0,0,5.3,320,3.6,1.7,73.62,0,Clear
"Chandigarh, India",12-09-2019,20.4,10,14.3,26.5,0,0,3.5,326.33,2.8,51.5,74.3,0,Partially cloudy
"Chandigarh, India",12-10-2019,20.4,9.2,14.2,26.5,0,0,1.8,317,3,36.2,72.64,0,Partially cloudy
"Chandigarh, India",12-11-2019,20.1,8.9,14.3,26.5,0,0,1.7,140,2.4,57.1,76.58,0,Partially cloudy
"Chandigarh, India",12-12-2019,18,13.6,15.3,26.5,0,0,9.5,159.83,2.7,96.3,77.17,4.09,"Rain, Overcast"
"Chandigarh, India",12/13/2019,17.1,12.3,14.5,26.5,0,0,17.6,133.88,3.8,89.4,79.51,58.51,"Rain, Overcast"
"Chandigarh, India",12/14/2019,17.7,11,13.8,26.5,0,0,3.5,202.75,3.4,73.3,81.97,13,"Rain, Partially cloudy"
"Chandigarh, India",12/15/2019,18.9,10.1,13.4,26.5,0,0,3.4,294.5,3.4,35,81.67,0,Partially cloudy
"Chandigarh, India",12/16/2019,11.2,9.1,10.3,26.5,0,0,5.2,314.71,1,0,89.61,7,Rain
"Chandigarh, India",12/17/2019,13.8,9.8,11.3,26.5,0,0,7,325,2.4,16,82.9,0,Clear
"Chandigarh, India",12/18/2019,11.1,8.8,9.8,26.5,0,0,5.3,320.17,0.9,11.2,87.32,0,Clear
"Chandigarh, India",12/19/2019,12.4,9.7,10.8,26.5,0,0,3.3,242.6,1,39.9,81.31,0,Partially cloudy
"Chandigarh, India",12/20/2019,15.8,10.3,12.2,26.5,0,0,3.3,321.2,1.2,56,84.13,0,Partially cloudy
"Chandigarh, India",12/21/2019,12.2,9.4,10.7,26.5,0,0,5.3,322.17,0.7,0.6,90.16,0,Clear
"Chandigarh, India",12/22/2019,13.8,10.8,11.6,26.5,0,0,5.3,303.57,1.2,24.3,88.99,0,Clear
"Chandigarh, India",12/23/2019,11.9,9.4,10.2,26.5,0,0,5.3,314.2,1.1,15.7,87.61,0,Clear
"Chandigarh, India",12/24/2019,12.3,8.9,10.1,26.5,0,0,5.4,232,1.2,9.1,85.76,0,Clear
"Chandigarh, India",12/25/2019,9,7.2,8.2,26.5,0,0,5.2,331.38,0.7,0,89.97,0,Clear
"Chandigarh, India",12/26/2019,8.7,7.1,7.6,26.5,0,0,4.9,329.5,1.2,31.7,82.91,0,Partially cloudy
"Chandigarh, India",12/27/2019,10.6,6.4,7.8,26.5,0,0,3.5,237.14,1.5,33,81.16,0,Partially cloudy
"Chandigarh, India",12/28/2019,11.3,5.8,7.5,26.5,0,0,3.3,238.8,0.8,7.3,87.61,0,Clear
"Chandigarh, India",12/29/2019,10.7,4.1,6.3,26.5,0,0,5.1,320.43,0.6,11.5,90.31,0,Clear
"Chandigarh, India",12/30/2019,12.8,4.5,7.3,26.5,0,0,3.4,228.67,0.9,22.2,85.75,0,Clear
"Chandigarh, India",12/31/2019,15.8,5.9,8.7,26.5,0,0,7.6,137,1.4,17.5,78.86,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01-01-2019,25.4,8.2,17.8,26.8,0,0,1,90,3.1,0,56.07,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01-02-2019,26.1,9.2,18.7,27,0,0,1,90,3.3,0,57.7,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01-03-2019,26.7,10.4,19,27,0,0,1,90,3.2,0,57.85,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01-04-2019,26.1,9.9,19.9,27.9,0,0,1.8,70,2.5,0,48.49,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01-05-2019,26.2,10.4,19,27,0,0,0,70,2.9,15.5,58.28,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01-06-2019,27.1,11.1,17.7,26.6,0,0,1.8,63.33,3.1,0,66.5,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01-07-2019,26.1,11.2,19.3,26.6,0,0,1.8,63.33,3.1,0,63.11,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01-08-2019,25.4,13.1,19.6,26.6,0,0,5.4,215,2.2,2.3,54.24,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01-09-2019,25.1,10.4,18.7,26.6,0,0,1,90,2.3,2.5,60.12,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01-10-2019,25.2,10.4,18.9,26.6,0,0,1.8,116,3.2,0,55.92,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01-11-2019,25.4,10.9,19.1,26.6,0,0,2,136.67,2.9,0,56.2,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01-12-2019,26.7,11.2,20.5,26.6,0,0,1,190,2.3,0,55.27,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01/13/2019,27.4,12.9,19.5,26.9,0,0,1.8,180.5,1.9,0,65.61,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01/14/2019,27.2,14.4,21.2,27,0,0,1.8,82.5,2.2,6.1,64.93,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01/15/2019,26.1,13.7,20,27,0,0,1,90,3,0,53.97,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01/16/2019,26.1,9.2,18.8,27,0,0,5.4,147.5,3.1,0,51.93,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01/17/2019,27.1,9.4,19.6,26.3,0,0,3.6,174,3.9,0,50.76,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01/18/2019,27.7,11.1,20.4,26.6,0,0,1.8,50,4.1,0,52.04,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01/19/2019,27.4,10.9,20.2,26.4,0,0,1.8,50,3.9,0,50.68,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01/20/2019,28.7,10.4,19.2,27.2,0,0,5.4,123.33,3.4,0,52.39,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01/21/2019,29.9,11.2,21.5,28.3,0,0,1,90,4,0,48.17,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01/22/2019,30.2,12.4,23.6,28.9,0,0,3.6,206.67,4.2,0,49.2,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01/23/2019,29.2,13.7,22.7,28.2,0,0,7.6,147.25,3.6,0,54.37,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01/24/2019,29.4,14.7,23,28.1,0,0,3.6,174,3.5,0,51.83,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01/25/2019,27.1,14.7,22.1,26.7,0,0,1,90,3.3,63.2,56.55,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",01/26/2019,19.9,15.4,17.2,26.7,0,0,3.6,55,1.9,97.7,86.94,8.6,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",01/27/2019,23.4,15.1,18.4,26.7,0,0,3.6,76.67,2,91,76.97,0,Overcast
"Rajgangpur, Rajagangapur(P), Odisha, India",01/28/2019,24.1,14.1,18.3,26.7,0,0,3.6,76.67,1.8,47.5,77.74,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",01/29/2019,25.1,13.1,19.4,26.7,0,0,5.4,160,3.1,6.4,51.91,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01/30/2019,24.9,8.4,18.3,26.7,0,0,1.8,127.5,4.5,0,43.6,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",01/31/2019,26.7,8.9,18.9,26.7,0,0,3.6,92.5,4.6,0,48.16,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02-01-2019,27.1,10.4,20.7,26.3,0,0,1.8,151,4.5,7.5,45.97,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02-02-2019,29.1,11.1,21.6,28,0,0,1,90,4,0,50.67,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02-03-2019,30.2,13.7,21.2,28.5,0,0,1.8,225,4,0,52.38,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02-04-2019,30.2,13.7,23.1,28.5,0,0,3.6,94,4,14.5,46.65,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02-05-2019,31.1,14.4,23.5,29.3,0,0,7.6,230,3.3,0,50.03,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02-06-2019,31.2,14.2,25,29.6,0,0,1.8,200,2.6,0,47.78,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02-07-2019,31.1,15.4,25.8,29.3,0,0,13,162.22,3.8,7.1,42.95,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02-08-2019,28.1,17.1,21.9,27.9,0,0,3.6,70,2.1,78.2,65.31,4,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",02-09-2019,25.7,15.9,20.7,27.9,0,0,3.6,230,1.6,57.3,66.49,10,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",02-10-2019,26.4,11.7,19,27.9,0,0,1,90,3.5,0,53.55,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02-11-2019,27.1,10.9,20.5,26.5,0,0,1,90,4.5,0,50.5,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02-12-2019,29.1,12.1,22.1,28,0,0,1.8,76.67,4.5,0,48.35,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02/13/2019,30.7,13.7,23.7,28.8,0,0,1,90,3.6,0,48.73,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02/14/2019,32.2,15.1,24.6,30.7,0,0,1.8,160,3.1,2.7,52.58,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02/15/2019,32.4,17.4,25.8,31.5,0,0,5.4,102,3.3,22.9,47.91,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02/16/2019,27.1,16.9,21.6,28.1,0,0,1.8,123.33,3.1,53.4,72.15,16.1,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",02/17/2019,28.2,17.1,21.9,27.8,0,0,9.4,230,2.9,0,65.77,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02/18/2019,28.1,14.1,22.8,26.8,0,0,3.6,166.67,4.2,8.2,47.42,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02/19/2019,31.7,15.1,24.9,29.9,0,0,1.8,153.33,4.4,8.2,47.8,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02/20/2019,32.9,15.7,25.3,31.5,0,0,3.6,160,4.2,0,56.58,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02/21/2019,34.2,17.9,27.1,32.5,0,0,7.6,160,4.5,0,49.45,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02/22/2019,35.1,19.2,28.1,35.3,0,0,9.4,183.5,3.9,5.5,54.67,0.2,Rain
"Rajgangpur, Rajagangapur(P), Odisha, India",02/23/2019,34.4,21.7,28.7,34.2,0,0,3.6,160,4.4,11.5,53.09,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",02/24/2019,34.2,19.4,26.3,33.6,0,0,9.4,232.5,3.8,28.5,58.26,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",02/25/2019,29.1,18.1,24.2,29.9,0,0,1.8,70,4.1,21.6,68.39,14.1,Rain
"Rajgangpur, Rajagangapur(P), Odisha, India",02/26/2019,30.2,20.4,24.8,31.1,0,0,3.6,90,2.9,67.7,69.75,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",02/27/2019,31.1,19.2,25.6,30.4,0,0,9.4,193.83,4.1,43.6,55.76,3,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",02/28/2019,29.1,17.7,24.1,28.3,0,0,7.6,62.4,4,0,50.13,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03-01-2019,29.2,16.2,24.2,28.5,0,0,7.6,92.5,4.3,2.1,50.33,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03-02-2019,30.1,16.7,24.3,28.9,0,0,1,90,4.3,0,55.69,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03-03-2019,26.4,18.4,22.4,28.9,0,0,1,90,3.4,60.6,71.63,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",03-04-2019,31.2,19.7,25.4,33,0,0,3.6,154.33,2.5,53.2,69.67,5,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",03-05-2019,32.7,20.5,26.8,33.9,0,0,1.8,70,2.6,35.4,62.72,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",03-06-2019,31.4,18.9,26,31.1,0,0,3.6,60,3.5,11.6,54.69,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03-07-2019,30.4,17.7,25,28.7,0,0,3.6,66,4.2,0.9,46.21,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03-08-2019,31.7,17.4,24.1,29.6,0,0,3.6,147,4,0,47.69,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03-09-2019,32.4,16.1,24.8,30.5,0,0,1.8,120,4,0,47.82,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03-10-2019,34.2,19.1,26.2,33.3,0,0,7.6,153.25,3.9,0,51.9,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03-11-2019,35.2,19.7,27.4,33.9,0,0,3.6,76.67,4,0,47.72,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03-12-2019,35.9,22.1,28.1,36.7,0,0,3.6,180,3.8,30,55.44,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",03/13/2019,36.9,23.4,28.3,38.7,0,0,9.4,170,4,18.3,59.54,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03/14/2019,36.1,24.1,28.2,37,0,0,3.6,106.67,4,38.4,53.54,2,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",03/15/2019,31.7,20.7,25.6,33.9,0,0,3.6,133,3.6,45.9,66.38,3,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",03/16/2019,32.4,19.2,25.7,33.9,0,0,1,90,4,26.3,68.79,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",03/17/2019,32.9,21.4,25.4,36.2,0,0,11.2,172.5,2.5,48.1,62.79,0.8,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",03/18/2019,26.2,19.2,22.2,36.2,0,0,1,70,2.5,69.3,77.16,12.5,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",03/19/2019,31.7,20.2,25.7,32.7,0,0,3.6,166.67,3.1,18.4,66.62,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03/20/2019,34.4,21.2,27.4,32.3,0,0,1.8,81,3.5,21.7,49.1,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03/21/2019,33.1,21.7,27.1,34.1,0,0,7.6,170,4,25.4,58.75,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",03/22/2019,35.2,22.7,27.3,36.2,0,0,11.2,175.75,3.9,47.6,65.69,3.66,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",03/23/2019,35.1,21.1,29.2,33.3,0,0,3.6,228,4.5,6.1,46.26,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03/24/2019,35.7,19.2,27.2,33.3,0,0,1.8,121.5,4,0,43.03,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03/25/2019,37.1,18.9,30,34.9,0,0,4.4,141,4.5,0,36.24,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03/26/2019,37.1,21.4,30.4,35.9,0,0,9.4,126.25,4.5,12.7,41.49,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03/27/2019,36.1,22.2,30.3,34.9,0,0,5.4,146.67,4.5,3.6,42.02,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03/28/2019,36.4,20.9,30.3,34,0,0,2.6,122.75,4.5,0,34.85,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03/29/2019,37.7,19.9,30.9,36,0,0,9.4,166.6,4.5,0,38.71,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03/30/2019,39.7,21.7,30.4,38.9,0,0,6,114.33,4.2,1.5,41.34,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",03/31/2019,39.1,23.2,33.4,39.3,0,0,11.2,173.82,3.9,22.3,35.87,0.2,Rain
"Rajgangpur, Rajagangapur(P), Odisha, India",04-01-2019,37.4,24.1,32.1,39.5,0,0,9.4,174,4.5,8.6,45.98,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",04-02-2019,39.2,22.7,33.5,37.2,0,0,7.6,164.29,4.9,0,27.94,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",04-03-2019,39.4,21.1,32.4,39,0,0,11.2,147.75,4.6,0,32.29,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",04-04-2019,39.7,22.7,33.3,41.3,0,0,14.8,195.38,4.1,20.1,42.22,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",04-05-2019,40.1,26.1,34.9,40.8,0,0,14.8,207.3,4.3,43.8,37.28,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",04-06-2019,39.2,25.4,34,40,0,0,9.4,167.6,4.5,43.1,35.58,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",04-07-2019,37.1,22.2,32,38.7,0,0,11.2,137.83,4.6,15.4,44.33,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",04-08-2019,36.9,24.1,30.6,41.7,0,0,11.2,147.89,4.7,28.1,54.06,0.3,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",04-09-2019,39.1,22.4,31.4,40.2,0,0,9.4,130,4.2,65,46.32,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",04-10-2019,40.1,24.1,33.8,41.6,0,0,14.8,215.71,4.5,18.3,41.4,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",04-11-2019,40.4,25.7,33.6,39.8,0,0,11.2,197,4.6,18.4,34.35,0.1,Rain
"Rajgangpur, Rajagangapur(P), Odisha, India",04-12-2019,41.1,25.9,34.2,46,0,0,7.6,148.83,4.1,24.5,36.23,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",04/13/2019,41.1,24.1,34.4,43.2,0,0,7.6,154.57,4.3,0,40.84,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",04/14/2019,41.4,25.7,35.6,41.4,0,0,7.6,184.71,4.5,7.6,35.84,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",04/15/2019,42.2,27.7,36,42.2,0,0,11.2,214.6,4.7,25.2,35.01,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",04/16/2019,40.1,29.2,34.8,41.6,0,0,10.8,170,4.3,51.7,36.84,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",04/17/2019,36.1,24.7,32.3,40.6,0,0,7.6,144.42,4.4,24.3,41.92,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",04/18/2019,37.1,24.9,32.7,42.9,0,0,7.6,70,4.3,45.9,43.07,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",04/19/2019,35.1,22.4,29.7,40.3,0,0,7.6,115.67,4.6,33.9,52.7,5.4,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",04/20/2019,35.1,21.7,30.8,35.9,0,0,9.4,206.89,4.4,42.7,50.43,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",04/21/2019,37.9,21.1,26.9,40.5,0,0,11.2,144.29,3.8,59.6,68.69,15.38,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",04/22/2019,36.2,20.9,29,36.4,0,0,4.4,169.6,4.5,22.1,53.77,4,Rain
"Rajgangpur, Rajagangapur(P), Odisha, India",04/23/2019,39.1,22.7,32.4,40.8,0,0,11.2,182.22,4.9,26.9,42.78,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",04/24/2019,38.1,24.2,33.8,43.4,0,0,11.2,161.63,4.9,18.1,40.87,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",04/25/2019,41.1,26.2,34.3,43.1,0,0,3.6,115.6,4.9,2.9,46.41,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",04/26/2019,41.7,27.9,36,43.7,0,0,7.6,158.33,4.6,6.9,41.22,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",04/27/2019,42.7,27.7,36.8,44.6,0,0,3.4,167.5,4.4,8.8,36.5,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",04/28/2019,43.1,26.4,36.7,42.2,0,0,3.6,168.57,4.5,8.6,32.88,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",04/29/2019,42.9,27.9,36.6,43.6,0,0,5.4,173.64,4.5,4.3,36.15,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",04/30/2019,41.1,28.7,35.9,46.2,0,0,11.2,161.29,4.5,2,41.31,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",05-01-2019,39.4,27.7,34.5,45.3,0,0,14.8,101.43,5,13.8,46.22,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",05-02-2019,36.4,27.3,32.3,39.9,0,0,14.8,81,4.6,74.2,53.23,0.2,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",05-03-2019,31.2,24.8,28.6,35.8,0,0,14.8,88.2,4.8,91.2,64.01,0,Overcast
"Rajgangpur, Rajagangapur(P), Odisha, India",05-04-2019,39.1,25.1,33.6,43.7,0,0,5.4,207.78,4.5,45,46.76,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",05-05-2019,38.1,24.1,31.1,41.9,0,0,14.8,81.82,6.6,51,58.27,6.7,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",05-06-2019,40.1,24.4,34.5,40.7,0,0,3.6,53.14,4.8,12.5,38.53,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",05-07-2019,43.1,30.1,37.4,42.2,0,0,11.2,161.43,4.8,0,28.47,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",05-08-2019,43.4,24.1,37.1,41.2,0,0,5.4,136.67,4.5,2.3,28.83,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",05-09-2019,44.4,25.1,37.6,40.9,0,0,9.4,221.43,4.7,6.4,25.39,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",05-10-2019,44.1,25.1,37.6,41.6,0,0,7.6,199,4.9,0,23.39,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",05-11-2019,43.7,25.2,36.9,42.9,0,0,11.2,171.18,4.9,22.2,30.06,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",05-12-2019,43.4,27.7,35.9,42.7,0,0,25.9,241,4.5,30.7,31.33,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",05/13/2019,41.1,27.1,35.7,43.9,0,0,9.4,156,4.5,23.3,32.61,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",05/14/2019,40.2,26.2,34.8,41.4,0,0,11.2,188.1,4.9,24.4,35.07,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",05/15/2019,40.1,27.7,36,41,0,0,11.2,184.29,4.7,23.8,34.05,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",05/16/2019,42.1,26.7,35,43.3,0,0,14.8,159.33,4.6,43.1,38.85,2,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",05/17/2019,43.1,25.7,36.2,43.1,0,0,7.6,214.44,4.8,17.8,34.85,4,Rain
"Rajgangpur, Rajagangapur(P), Odisha, India",05/18/2019,44.1,29.1,38.7,44,0,0,3.6,230,4.7,13.6,28.63,0,Clear
